Composite_Element_REF	Beta_value	Gene_Symbol	Chromosome	Genomic_Coordinate
cg09143576	0.0169737744623969	ZBTB48	1	6640149
cg09143663	0.54668529911147	BACH1	21	30670416
cg09144196	0.020917394902617	RBM34	1	235324804
cg09144422	0.0159540521959723	DDX28;DUS2L	16	68056595
cg09144786	0.295630067136883	WDR44	X	117479692
cg09146695	0.0617921566685688	LEF1;LOC641518	4	109089501
cg09147213	0.0356870205614088	HOMER1	5	78810602
cg09147222	0.0446029444009195	NA	NA	0
cg09147827	0.596866239875907	SERPINA6	14	94789853
cg09149294	0.00809064966499571	ARRDC4	15	98503793
cg09150117	0.0735586308113774	DLX5	7	96653867
cg09150232	0.446866426804986	GRB10	7	50849639
cg09151429	0.024912772354773	LPHN1	19	14316760
cg09152089	0.14201764815442	IL22RA1	1	24469564
cg09155001	0.851596728063682	CALHM1	10	105218401
cg09155025	0.626188383446665	SLC39A4	8	145642024
cg09155852	0.0110452214651529	MAPKAP1	9	128469764
cg09155905	NA	FNDC8;RAD51L3	17	33447236
cg09156233	0.007186675910197	BMPR1B	4	95679705
cg09158314	0.0289152232279432	TNFSF13B	13	108922150
cg09158909	0.0208077900094529	C20orf29	20	3800762
cg09160477	0.0121908672522386	SUSD3	9	95820913
cg09161592	0.0302137178749554	PANK1	10	91405006
cg09163021	0.385779203100008	RAPSN	11	47470768
cg09163317	0.0197027166122266	B4GALNT1	12	58027197
cg09163442	0.0610065675064886	SEC61G	7	54827431
cg09164559	0.0261361008472919	KIAA1279	10	70748332
cg09169283	0.115762261619899	GRIN2C	17	72856452
cg09169633	0.667749261695879	MAN2A2	15	91447749
cg09171381	0.0200715617678995	NMD3	3	160938910
cg09172980	0.262727298483992	NA	NA	0
cg09173897	0.590405689306325	PPP4R4	14	94639732
cg09174741	NA	THSD1	13	52981577
cg09175724	0.00636413324023933	CDC42EP2	11	65082792
cg09176853	0.160104202167031	FOXO4	X	70316045
cg09176995	0.0245961809240335	SLC30A5	5	68389849
cg09179743	0.792743841774213	MOBKL2B;IFNK	9	27524436
cg09179845	0.855934955525214	C7	5	40909532
cg09180926	0.0377604534076927	PRC1	15	91537654
cg09182986	0.0258112917903571	CAP1	1	40505999
cg09185773	0.0338994999491856	WASF3	13	27132773
cg09186006	0.0143661591133631	SLC16A12	10	91295299
cg09186685	0.017505166590612	EEF2K	16	22217479
cg09188980	0.15601276055136	CALCA	11	14993378
cg09189322	0.00940614079078944	TCERG1	5	145827172
cg09189428	0.00811305385710976	PATZ1	22	31743558
cg09190408	0.93315827956284	PPP1CA;TBC1D10C	11	67170610
cg09191232	0.288410175436862	PAPSS1	4	108642411
cg09191327	0.0133164755354132	PRDM12	9	133540108
cg09191626	0.388557986612634	SPON1	11	13983986
cg09192760	0.0770034032197546	NDUFA3	19	54606228
cg09194436	0.0108772440346133	LIN52;ALDH6A1	14	74551682
cg09194650	0.0107482132380482	TCHP	12	110337899
cg09195271	NA	RNF186	1	20142497
cg09196942	0.851597628990665	PRAMEF1	1	12851619
cg09196959	0.455065037690498	TRIM40	6	30104440
cg09197965	0.0126227920677033	TUBA4B;TUBA4A	2	220119179
cg09198463	NA	ATL2	2	38603570
cg09199317	NA	FRAT2	10	99095018
cg09201327	0.130173007629887	TNC	9	117880330
cg09201719	0.923597479242864	CYP17A1	10	104596890
cg09202373	0.383772023112375	DNASE1L1;TAZ	X	153640674
cg09203961	0.00859028523553231	HMGB1	13	31040215
cg09204187	0.165177734747743	SMPD4;FAM128B	2	130940668
cg09205751	0.55580590280536	NLRP6	11	278394
cg09207718	NA	CYP1A2	15	75041386
cg09208010	NA	MMP14	14	23305780
cg09209002	0.0624896232031581	UTP3	4	71554199
cg09210315	NA	SLCO4A1	20	61273055
cg09212058	0.95121602318127	PRKD3	2	37543459
cg09212468	0.0433362664195501	CCDC135	16	57728632
cg09214254	0.0405440563893823	SMOC2	6	168841455
cg09214551	0.235938280057367	NMT1;DCAKD	17	43139717
cg09214920	0.0823226143364867	SLC25A24	1	108743318
cg09215553	0.0551162249796059	SHMT2	12	57623421
cg09217923	0.926724407152105	TAAR2	6	132945096
cg09218130	0.02891439709161	PUS1	12	132413611
cg09220361	0.0239548663798397	GABRG2	5	161494515
cg09221326	0.0458890381832599	DYNLT1	6	159065141
cg09222115	0.418859661115398	OTOS	2	241079766
cg09222791	0.992038607520092	CCDC79	16	66835320
cg09223071	0.00962840364175294	SLC4A1AP;SUPT7L	2	27886442
cg09224952	0.837472460753497	NA	NA	0
cg09225321	0.028335604473989	OTOP2;USH1G	17	72920278
cg09226684	0.0529608624767009	KLK10	19	51520093
cg09227136	0.00962331667057193	GOLGA1	9	127703617
cg09227563	0.0059132013022368	CDC42EP5	19	54984705
cg09229231	0.00886293774654878	DHRS3	1	12677263
cg09229912	0.0120299204283845	CUX2	12	111471963
cg09229960	0.73116296791042	EMD	X	153607856
cg09230173	0.00945419367797996	NA	NA	0
cg09230646	NA	HEATR3	16	50099117
cg09230732	0.0370283622495437	DHX29;SKIV2L2	5	54603874
cg09231514	0.0166024439426508	HSD11B1L;C19orf70	19	5681323
cg09234474	0.0282102995962894	DUSP14	17	35850659
cg09234859	0.0156815052909792	KLHL7	7	23145933
cg09234872	0.0253121742574975	TRAF7;SNORD60	16	2205644
cg09237521	NA	IFITM2	11	306633
cg09238598	0.0165744165108102	ANKH	5	14871908
cg09238677	0.450307000098902	C3AR1	12	8218922
cg09239756	0.0170405295471334	CKAP4	12	106642360
cg09242541	0.215963559627104	APITD1	1	10490025
cg09242772	0.00870299991516737	CTDP1	18	77439074
cg09243021	0.0449051294177596	TMEM139;CASP2	7	142985019
cg09243900	0.481368087926794	RAB25	1	156030844
cg09244244	0.112609156830934	ARSK;TTC37	5	94891907
cg09245073	0.609578566431429	ASGR1	17	7083519
cg09245378	0.0196002887335919	FAM175B	10	126490406
cg09250703	NA	PIR	X	15511751
cg09251995	0.0143179050322905	JUND	19	18392994
cg09252204	0.340217931779645	CNKSR2	X	21392644
cg09253125	0.0156244596506945	IQCD;TPCN1	12	113658854
cg09254939	0.038309345372535	KLK10	19	51520259
cg09255666	0.017601028072883	ZNF281	1	200378965
cg09256683	0.800056160100651	CCL14;CCL14-CCL15	17	34313637
cg09257092	0.0105612281815005	ITPR2	12	26986805
cg09258965	0.179887967762268	TBC1D7	6	13329625
cg09259332	0.0223686930914786	EEA1	12	93322527
cg09259772	0.130198201161653	ARL4A	7	12726089
cg09260089	0.298257916711688	NKX6-2	10	134599860
cg09260441	0.0183015625758696	DOK5	20	53091739
cg09260564	0.0182696722352403	VAPA	18	9913782
cg09260830	0.0353606363209615	GNA14	9	80263587
cg09261015	0.171927514150187	ESX1	X	103499647
cg09261262	0.868940626776733	OPN4	10	88414554
cg09262269	0.0246802988997743	LOX	5	121412429
cg09263755	0.0188394064489273	ZNF830;CCT6B	17	33288932
cg09264112	0.0298141247981092	GCHFR	15	41056369
cg09266433	0.0198723923160421	OSBPL6	2	179058698
cg09266965	0.0144395922881235	NA	NA	0
cg09272256	0.843747485397825	AKR1C4	10	5238881
cg09272869	0.0104357640828077	FEM1B	15	68569991
cg09273772	0.150544914534033	TOP2A	17	38574566
cg09275137	0.0753895445195345	TMEM187	X	153238579
cg09276355	0.0130767939133568	C13orf1	13	50510822
cg09276363	0.170598667347272	KCND3	1	112531488
cg09276451	0.204165676714189	VASN;CORO7	16	4421603
cg09276883	0.0295591382690607	HHAT	1	210501966
cg09276978	0.617641136952518	DLGAP4	20	34995517
cg09277365	0.023261297779579	SLC38A9	5	55008523
cg09277575	0.759143310079431	AKR1D1	7	137760222
cg09279263	0.187434719687493	NA	NA	0
cg09280976	0.608634297709281	MEG3	14	101291687
cg09282338	0.0276755618383405	NXT1	20	23330591
cg09282744	0.0131232402216557	NHP2	5	177580924
cg09283007	0.986604926231709	NA	NA	0
cg09283635	0.0180679723371579	ZNF800	7	127032512
cg09286787	0.983207904170329	C19orf63;FAM71E1	19	50978619
cg09288658	0.00662860581229152	ZAK	2	173940639
cg09290866	0.0899945292474876	IL15RA	10	6020369
cg09291628	0.00787687224473773	FBXL3	13	77601257
cg09294589	NA	CRTAP	3	33155133
cg09296044	0.0252230249423312	CCNDBP1	15	43477606
cg09296212	0.845759181421795	NAIF1	9	130828969
cg09297361	0.0226834075446463	SNX22	15	64444268
cg09298289	NA	CENPH	5	68485754
cg09298484	0.109717234600654	TSGA10;C2orf15	2	99759406
cg09298623	0.260093130113573	ROPN1	3	123710452
cg09299307	0.0401909861847753	CCNH	5	86709023
cg09299381	0.0311742083574286	DNAL4	22	39190195
cg09299388	0.904863472499873	PGK2	6	49755190
cg09300114	0.204632176904871	SLC16A5	17	73084329
cg09303043	0.0158441517299663	ALDH3A2	17	19552393
cg09303642	0.927393054622526	NFE2	12	54690818
cg09304040	0.0353042524794108	CDK2;SILV	12	56360607
cg09304624	0.549828503099265	PI15	8	75735733
cg09305224	0.923378123643416	C9orf139;FUT7	9	139927245
cg09305478	0.245120042405057	FAM195A	16	691988
cg09305770	NA	HIST1H4A;HIST1H3A	6	26020672
cg09306186	0.00533250318578463	ZFHX3	16	73081722
cg09306577	0.00905229657879098	MFN2	1	12040877
cg09306675	0.0225429269342281	EYA2	20	45523996
cg09307264	0.230825963893102	INCA1;KIF1C	17	4902281
cg09307279	0.00736016395365219	GLT8D1;SPCS1	3	52739927
cg09309269	0.091121011516502	PSMD11	17	30770961
cg09310112	NA	KDM4B	19	4969989
cg09311052	0.0135611827646169	UBE2Q1	1	154531418
cg09312149	0.167366387391316	TRIM36	5	114516420
cg09313439	0.00958392572426705	CDH2	18	25757211
cg09313705	0.397269580133141	HOXB2	17	46622491
cg09314766	0.956901309900989	ADAM2	8	39695697
cg09321965	0.84279434349949	NEK7	1	198201193
cg09322949	0.0644440797408694	BYSL;MED20	6	41890043
cg09324116	0.30368803722032	GEMIN8	X	14048281
cg09325101	0.74836092051172	OSTBETA	15	65342522
cg09325711	0.03184167227217	RALA	7	39662764
cg09326546	0.0547308633925281	RAF1	3	12705291
cg09326702	0.847350369935484	SLC22A11	11	64323448
cg09327628	0.0228643101508338	MARCKSL1	1	32801665
cg09328024	0.0226643858433098	DYRK3	1	206808174
cg09329225	0.481538735839186	NA	NA	0
cg09329496	0.00923884189797996	NAA15	4	140223063
cg09330643	0.0100602426941218	LRRC20	10	72142276
cg09331011	0.0126825345584411	GNAL	18	11689284
cg09332592	0.0129604158872974	STXBP1	9	130374679
cg09338170	0.103940596979791	SLC35A3	1	100436032
cg09339301	0.0111899443259443	QKI	6	163836245
cg09339527	0.0160398893630297	ZFP2	5	178322752
cg09340639	0.132138472380189	FCRL1	1	157789662
cg09343150	NA	MEN1	11	64579163
cg09343544	0.0148806693620599	DGCR14	22	19131573
cg09345431	0.00870107377824079	ARFGEF2	20	47538576
cg09347151	0.140735348134088	NCRNA00086	X	134555540
cg09350141	0.0136193724631924	PPM1F	22	22306651
cg09350274	0.0212613315563084	GFRA3	5	137610396
cg09351449	0.00909967057707062	DSN1	20	35402123
cg09351859	0.039436761629673	PARP8	5	49962613
cg09351894	0.0289900232744379	CREM	10	35415820
cg09352789	0.0851635795536177	XPNPEP1	10	111682693
cg09354267	NA	ATG5	6	106774064
cg09354331	0.590633541166052	ZMIZ1	10	80961382
cg09357097	0.0392977116017681	HOXB7	17	46688490
cg09358725	NA	LMO2	11	33914088
cg09360083	0.851782778408361	NA	NA	0
cg09360654	NA	MUTYH;TOE1	1	45806501
cg09370442	0.0576214413826298	CHP;EXD1	15	41523368
cg09371142	0.0335091773806712	NA	NA	0
cg09374949	0.0361949085658646	ISYNA1	19	18548964
cg09375488	0.565492775055641	ASB4	7	95115026
cg09377486	NA	BIRC8	19	53794954
cg09377899	0.00951840663350774	DDX11	12	31226606
cg09378691	0.0215586830519313	ZNF335	20	44600971
cg09378940	0.0110031622476023	LACTB2;XKR9	8	71581306
cg09381003	0.0554149807072978	SHKBP1;SPTBN4	19	41082314
cg09381701	0.0110725227383047	SASH1	6	148663829
cg09382492	0.94757237773301	AANAT	17	74463681
cg09382850	0.0525103293899397	SYPL1	7	105753147
cg09383789	0.0180554530389364	C1orf159	1	1051364
cg09384159	0.0192887739141139	TUBE1;C6orf225	6	112408580
cg09386615	0.473746899099519	GLIS3	9	4151723
cg09390792	0.844237120980011	TSPAN18	11	44881444
cg09390902	0.0159817340973526	NA	NA	0
cg09390932	NA		2	62420350
cg09391966	0.0128449460122332	GIT2	12	110433837
cg09394600	0.967119906637529	RABEP1	17	5184508
cg09395732	NA	SLC6A11	3	10857456
cg09395833	0.0482711088581059	ILVBL	19	15236755
cg09396217	0.0717622437547545	ANGPT1	8	108510286
cg09398185	0.0419476142732934	IFIT2	10	91061902
cg09399047	0.0296293442462357	NDUFAF3;DALRD3	3	49059671
cg09400966	0.0147109714613865	PROS1	3	93692773
cg09404256	0.103209029136666	USF2	19	35759233
cg09404334	0.0382448976357477	SNX14	6	86304180
cg09404633	0.101178427420415	LMOD1	1	201915446
cg09405083	0.0199149054208933	C10orf26	10	104536121
cg09405612	0.0321179312995385	GLI3	7	42275870
cg09406238	0.225125650921221	MTMR8	X	63615383
cg09407859	0.436453081432836	CES3	16	66995461
cg09408780	0.897534519096416		6	30898937
cg09409398	NA	SF3B4	1	149899881
cg09410845	0.0354104963581739	BMPR2	2	203241870
cg09411212	0.963496437831359	POPDC2	3	119379220
cg09411366	NA	PEPD	19	34012057
cg09412715	0.0368454926465608	HELB	12	66696536
cg09412782	NA	C15orf48	15	45721589
cg09413557	0.00916922741783866	S100A6	1	153508713
cg09414535	0.239435281697069	GRIP1	12	67073022
cg09416313	0.012673882198961	MATK	19	3801727
cg09416501	0.026891167620589	TOB2	22	41843111
cg09418283	0.00877615386505724	PAWR	12	80084718
cg09418321	0.359812255521416	DYRK4	12	4699618
cg09419116	0.0142211847749982	SEC11C	18	56806624
cg09419670	0.114500544317652	PSMD5;LOC253039	9	123605666
cg09419900	0.0794892423038757	PSTK	10	124739466
cg09420988	0.0130720790392061	MRPS30	5	44809098
cg09421020	0.0796212272313625	LOC729991;LOC729991-MEF2B;RFXANK	19	19303389
cg09421562	0.852242508933859	MPO	17	56357994
cg09422355	0.746108386054296	CABP5	19	48547158
cg09423836	0.0238260866668297	NUP54	4	77070069
cg09424308	0.152332306804229	CCDC96;TADA2B	4	7046094
cg09424896	0.584174755123914	CIB3	19	16284351
cg09424925	0.0290459010034274	RAD51L1	14	68286418
cg09425215	0.0459846228704842	NA	NA	0
cg09425228	0.784008408508654	CCL20	2	228678005
cg09425611	NA	CES1	16	55868370
cg09425898	0.948707593298308	PRNT	20	4721250
cg09426307	0.460437511285539	NA	NA	0
cg09427311	NA	ANGPTL2;RALGPS1	9	129885730
cg09429111	0.0191203435499193	PTPDC1	9	96792562
cg09429153	0.0130028504801964	PBX3	9	128509852
cg09429185	0.0127853963420748	NA	NA	0
cg09430689	0.00682945337431406	C14orf1;TTLL5	14	76127296
cg09431062	0.01495199631795	SH3GLB2	9	131790499
cg09432154	0.155930975437663	MED12L;GPR87	3	151034669
cg09432376	0.386313961348738	APOL6	22	36044226
cg09433780	0.0229332845518758	APPL1	3	57262354
cg09434995	0.833469060083685	ZP3;SRCRB4D	7	76040387
cg09435090	0.0932692970714415	QDPR	4	17513980
cg09437522	0.270236426262267	GNAS	20	57431202
cg09438266	0.0133699471209729	ZNF764	16	30569751
cg09439093	0.014196334678168	PECI	6	4135575
cg09440243	0.861840885328566	NA	NA	0
cg09440289	0.0493262412461632	PTPRO	12	15475990
cg09440340	0.382599174029037	C1orf161	1	116654415
cg09441152	0.0143260358472555	PQLC1	18	77712293
cg09445097	0.0110521200014507	ZNF79	9	130186736
cg09446127	0.0281053005229383	UBAC1	9	138853438
cg09447105	0.954894405606094	PDE6H	12	15126020
cg09448875	0.914893844502666	ABCC2	10	101542449
cg09448880	NA	PGLYRP3	1	153283841
cg09449490	0.0981671665510299	ROCK1	18	18690843
cg09450020	0.00759703628361671	STEAP2	7	89841435
cg09450238	0.494057541858272	NA	NA	0
cg09451092	NA	CCDC19	1	159869223
cg09453312	0.662362436621429	ITK	5	156608118
cg09453737	0.0363533499242559	ZNF84	12	133614475
cg09454892	NA	SAMD8	10	76870850
cg09455096	0.0159074372092998	XPO1	2	61765470
cg09456329	0.0590281523331897	TMEM146;LONP1	19	5720392
cg09456939	0.0176102083815674	NA	NA	0
cg09457245	0.878447264968233	ZNF385A	12	54778750
cg09458170	0.0079715732904145	ATXN3	14	92572575
cg09458237	0.517654410383788	HSPA12B	20	3712191
cg09458394	0.0419085177681765	SNORD45C;RABGGTB	1	76251976
cg09459044	0.0251815679268145	PPA2	4	106395029
cg09459188	0.0078938984359081	MFSD1	3	158520176
cg09461185	0.0141435855299363	PTGS2	1	186649631
cg09462575	0.156266019877355	PI3	20	43803485
cg09462576	0.0943216750803383	MRPL55	1	228297873
cg09462587	0.0249919989264393	EIF1AD;BANF1	11	65769444
cg09462826	0.0239420837387533	FADS1	11	61584773
cg09464487	0.0113021405387554	ACTR6	12	100593423
cg09467501	0.729581199298849	PYY;NAGS	17	42083193
cg09469394	0.0169983865572437	PEX13;PUS10	2	61243988
cg09470640	0.0444830978274012	PTPRO	12	15476028
cg09472203	0.0106663511869607	AP3B2	15	83378614
cg09472953	0.00708611050820322	EPM2A	6	146056770
cg09473585	0.914405655856717	C3orf14	3	62305519
cg09475324	0.0112166199696396	FICD	12	108909474
cg09475757	0.0774670281097865	NEIL3	4	178230851
cg09476523	NA	RHOBTB2	8	22856635
cg09478045	0.0710381087969372	NA	NA	0
cg09478478	0.633016581644264	CD1E	1	158322845
cg09478597	0.0137016108541509	ERLIN2	8	37594596
cg09479015	0.0365139467150438	KIRREL2	19	36347919
cg09479906	0.00692163724680821	C10orf88	10	124713766
cg09480162	0.0330697289960567	C13orf37;C13orf34	13	73301047
cg09480837	0.941659555156321	PLCE1	10	95789501
cg09485593	NA	XYLT1	16	17566099
cg09486093	0.0712679557455583	HSD17B4	5	118787966
cg09486567	0.0121306170550066	OVOL2	20	18038510
cg09491779	0.129935703524296	NA	NA	0
cg09492887	0.021892811515201	SLC26A5	7	103085978
cg09494188	0.961740609343016	SCGB1A1	11	62186529
cg09494546	NA	SLC16A4	1	110933248
cg09495351	NA	WIPF2	17	38375257
cg09495977	0.0199115627441561	HTRA3	4	8271507
cg09496393	0.033374290465289	KPNA5	6	117002125
cg09497789	NA	SPAG17	1	118728212
cg09498007	NA	CREG2	2	102004370
cg09498106	0.00991320563427198	UPF1	19	18942465
cg09498379	0.00512823506506968	NEDD4	15	56285741
cg09499698	0.0744601258621397	CENPC1	4	68411154
cg09499849	0.034704625242801	ACVR1	2	158695158
cg09500672	0.0202748017208418	LYPD6	2	150186706
cg09501516	0.108977742740322	RGS4	1	163039155
cg09503780	0.0151498604425568	GORASP2	2	171786316
cg09503974	0.0603676614562726	RARRES1	3	158449660
cg09503975	0.0109783813986625	SF1	11	64546224
cg09504196	0.0112475343130978	ZNF425;ZNF398	7	148823235
cg09504352	0.0136973469327516	CDK4	12	58146286
cg09507928	0.008076020546746	IK;NDUFA2	5	140027484
cg09508556	0.702288344785293	PSORS1C1;PSORS1C2	6	31106982
cg09509576	0.0326070581276248	GRB2	17	73402025
cg09509673	0.903091217688815	CCR10;CNTNAP1	17	40833697
cg09509863	0.0823634766136358	CUL3	2	225450859
cg09511421	0.0757551179061184	NDST4	4	116034871
cg09513026	0.905272114623871	WNT8A	5	137419242
cg09514038	NA	TMC5	16	19467267
cg09514188	0.0364289396952946	TOB1	17	48942734
cg09514589	0.0174229766223466	ETFA	15	76603992
cg09515778	0.0187992759429979	CDK5	7	150755072
cg09515805	0.0222904268554453	PGM2L1	11	74109729
cg09516965	0.0640658772042192	PTGDR	14	52734529
cg09517019	0.481846742935626	ARHGEF6	X	135863323
cg09518735	0.0117709173344365	C10orf119	10	121632717
cg09519758	0.63555478029787	NA	NA	0
cg09522147	0.12229382144926	KRT7	12	52627342
cg09523691	0.185281472521165	ATG12;AP3S1	5	115178810
cg09526693	0.938652100410659	IL2	4	123378308
cg09527021	0.0178898904052778	TADA1	1	166845374
cg09527362	0.199345532843122	C6orf150	6	74162142
cg09528351	0.711456537409569	PIK3R5	17	8816266
cg09529667	0.00876651368576874	SSBP4	19	18531111
cg09530763	0.027184289588999	RNF26	11	119204876
cg09531892	0.0424275462689907	LRP12	8	105601835
cg09532664	NA	TAS2R1	5	9631216
cg09533063	NA	ALDH8A1	6	135271589
cg09533293	0.0353655396721347	ANXA2	15	60689670
cg09535168	0.0282790650816771	KIAA0892;SF4	19	19431582
cg09536738	0.117517162281154	NA	NA	0
cg09537031	0.0117977697455038	SH2D4A	8	19171706
cg09538287	0.328623170527822	CTNNA3	10	69456036
cg09538582	0.935558827701991	KRT35	17	39637325
cg09539271	0.00949400365272828	BBS9	7	33168802
cg09539408	0.0141679748441045	STRN3;AP4S1	14	31495940
cg09539438	0.0137761377584792	NTRK2	9	87283789
cg09539538	0.57959832352254	FERMT1	20	6104215
cg09541248	0.701796698022053	MYO1A	12	57443622
cg09541468	0.00951149080380723	CORO1B	11	67211245
cg09542111	0.148901062554562	GRIK1	21	31312091
cg09542291	0.804377975290232	SMCP	1	152850992
cg09542745	0.0363857559740928	SFRP5	10	99531164
cg09543783	NA	FKRP;STRN4	19	47248096
cg09543792	0.0123185299932224	SLC16A13	17	6939282
cg09544918	NA	CDON	11	125933187
cg09545860	0.00825576217901553	SAP30L	5	153825063
cg09546307	NA	CLEC4D	12	8664963
cg09546332	0.0108858373958501	PARP4	13	25086777
cg09546345	0.012934179438247	DHRS1;C14orf21	14	24768849
cg09547190	0.214673261406487	C9orf89	9	95857577
cg09547224	0.15940595162835	SLC5A1	22	32439259
cg09547777	0.705484133110689	CASQ1	1	160160232
cg09548084	0.249589789390439	SLC35B3	6	8436218
cg09548179	0.00930290357171451	AMDHD2	16	2570492
cg09549827	0.0228613354634403	ESPN	1	6484616
cg09551147	0.0118714511091895	SORCS3	10	106399957
cg09551916	NA	CFHR2	1	196911888
cg09553358	0.125675956608455	CEND1	11	790184
